Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
29/01/2020;miércoles;LINEA 1;2822;8720;10958;10557;6371;5676;4613;4931;5270;5281;5818;6500;8021;11462;8709;5702;3765;3100;1724
29/01/2020;miércoles;LINEA 2;95;650;769;709;627;710;693;800;806;671;805;1130;1287;1514;1504;1046;778;431;156
30/01/2020;jueves;LINEA 1;2772;8633;10772;10848;6365;5607;4768;5049;5355;5399;5802;6515;7786;10899;9019;6047;4112;3154;1914
30/01/2020;jueves;LINEA 2;93;650;787;671;623;651;682;770;790;641;851;1037;1291;1657;1508;1105;729;465;196
31/01/2020;viernes;LINEA 1;2808;8567;10916;10529;6405;5886;4910;5228;5610;5396;5992;6667;8268;10315;8943;5860;4069;3691;2512
31/01/2020;viernes;LINEA 2;68;569;772;712;603;722;731;748;856;742;885;996;1252;1586;1498;1181;736;515;239
01/02/2020;sábado;LINEA 1;2179;5386;6892;7601;5358;4899;4658;5239;6937;6703;7020;6036;5625;5669;5187;4339;3482;3342;2289
01/02/2020;sábado;LINEA 2;56;378;522;534;491;535;618;720;936;1022;1132;880;936;928;953;839;505;496;249
02/02/2020;domingo;LINEA 1;449;1871;2240;2560;2443;2888;3091;2939;3034;3401;3492;3428;3708;3682;3778;3263;3094;2433;363
02/02/2020;domingo;LINEA 2;1;139;145;195;177;282;418;292;414;379;430;377;406;491;529;405;269;185;26
03/02/2020;lunes;LINEA 1;2804;8885;11115;10851;6592;6304;5184;5479;5548;5766;6193;6429;7780;11033;9116;6364;3864;2964;1680
03/02/2020;lunes;LINEA 2;109;590;792;749;588;721;799;900;966;897;979;1206;1339;1786;1560;1257;773;434;216
04/02/2020;martes;LINEA 1;2787;9461;11271;11253;6763;6195;5135;5658;5646;5790;6044;6487;8263;11195;9226;6073;4266;3589;1860
04/02/2020;martes;LINEA 2;97;672;768;722;684;739;836;880;993;817;873;1112;1342;1648;1475;1291;828;508;201
05/02/2020;miércoles;LINEA 1;2816;9426;11450;11011;6564;6046;5042;5472;5624;5865;5875;6397;8176;11446;9390;6099;4135;3968;2017
05/02/2020;miércoles;LINEA 2;98;630;800;722;649;704;798;908;897;767;914;1063;1334;1706;1585;1206;789;580;211
06/02/2020;jueves;LINEA 1;2740;9454;11489;10954;6487;6044;4888;5339;5711;5535;5664;5942;7954;11083;8883;6130;4303;3247;1903
06/02/2020;jueves;LINEA 2;91;631;757;724;658;735;800;919;912;690;788;1061;1164;1548;1587;1201;823;537;249
07/02/2020;viernes;LINEA 1;2785;9263;11349;10877;6670;6154;5082;5656;5642;5661;6225;6999;8636;10820;8794;6013;4274;3799;2216
07/02/2020;viernes;LINEA 2;94;597;782;763;644;764;772;882;900;803;849;1139;1297;1585;1613;1097;764;612;260
08/02/2020;sábado;LINEA 1;2244;5624;7153;7892;5518;4821;4523;5110;7022;7200;6788;6066;5721;5312;4890;4321;3288;3185;2082
08/02/2020;sábado;LINEA 2;85;391;480;557;482;577;614;730;1094;1063;948;952;846;933;851;802;523;433;219
09/02/2020;domingo;LINEA 1;505;1869;2308;2494;2447;2657;3062;2749;2962;3401;3478;3322;3391;3417;3362;3333;3042;2318;361
09/02/2020;domingo;LINEA 2;;119;160;223;177;298;380;316;372;507;370;403;414;411;471;410;265;170;38
10/02/2020;lunes;LINEA 1;2980;9464;11339;11036;6483;6060;4861;5689;5747;5605;5969;6468;8137;11501;8993;6332;4061;3261;1700
10/02/2020;lunes;LINEA 2;96;597;824;743;659;725;806;935;947;746;937;1071;1393;1618;1610;1091;780;555;166
11/02/2020;martes;LINEA 1;2886;9904;11468;11476;6562;6023;4866;5631;5717;5767;5691;6533;8215;11504;9182;6224;4311;3566;1825
11/02/2020;martes;LINEA 2;106;634;769;781;670;739;779;808;1032;752;770;1071;1231;1657;1713;1134;886;540;241
12/02/2020;miércoles;LINEA 1;2896;9763;11288;11251;6152;6100;4868;5406;5777;5677;5995;6089;7164;9349;8843;6012;4274;3403;1859
12/02/2020;miércoles;LINEA 2;81;623;776;812;617;746;819;891;930;765;845;997;1082;1392;1558;1048;865;615;239
13/02/2020;jueves;LINEA 1;2863;9531;11406;11222;6460;5920;4782;5306;5563;5571;5776;6455;8243;11432;8716;6099;4538;3617;1880
13/02/2020;jueves;LINEA 2;97;653;834;756;663;710;815;866;834;799;823;1053;1315;1746;1429;1163;821;613;202
14/02/2020;viernes;LINEA 1;2852;9350;11263;10861;6286;5900;4909;5408;5583;5509;5793;6708;8496;10329;9003;6156;4408;3904;2344
14/02/2020;viernes;LINEA 2;91;636;780;729;630;733;786;818;845;752;877;962;1294;1484;1621;989;771;629;284
15/02/2020;sábado;LINEA 1;2258;5584;7103;8039;5425;4996;4473;5195;7300;6935;6962;6356;5801;5563;5094;4279;3496;3159;2278
15/02/2020;sábado;LINEA 2;73;422;491;555;439;554;610;789;1109;1020;957;907;943;979;833;800;514;501;248
16/02/2020;domingo;LINEA 1;489;1787;2233;2425;2621;2850;3120;3019;3065;3459;3556;3370;3568;3445;3813;3410;3040;2376;331
16/02/2020;domingo;LINEA 2;1;138;161;183;147;248;345;367;420;478;506;365;406;437;514;385;303;175;24
17/02/2020;lunes;LINEA 1;5722;18644;21842;22122;13580;12296;10430;11326;12024;11750;12440;12910;15952;22406;18874;12314;7740;6562;3488
17/02/2020;lunes;LINEA 2;224;1182;1542;1552;1340;1534;1604;1758;1844;1578;1752;2208;2708;2904;3076;2400;1726;1126;384
18/02/2020;martes;LINEA 1;5616;19792;23212;22984;13272;12376;10312;11050;11484;11276;11704;12872;16288;23100;18654;12020;8992;7386;3862
18/02/2020;martes;LINEA 2;212;1312;1574;1642;1358;1584;1602;1918;1996;1512;1712;2080;2706;3304;3322;2406;1714;1244;398
19/02/2020;miércoles;LINEA 1;2853;9667;11326;11618;6736;5971;5037;5413;5623;5678;6033;6474;8279;11599;9517;6346;4268;3508;1865
19/02/2020;miércoles;LINEA 2;105;623;849;777;721;743;780;912;998;713;877;1053;1316;1733;1522;1126;803;598;230
20/02/2020;jueves;LINEA 1;2867;9413;11171;11247;6554;6088;4922;4919;5066;4990;5263;5854;6753;9299;8401;5946;4109;3394;1770
20/02/2020;jueves;LINEA 2;106;601;781;768;650;715;536;501;922;788;881;993;1305;1540;1411;1267;770;642;192
21/02/2020;viernes;LINEA 1;2829;9078;11172;10760;6540;5685;4397;4740;5626;5449;6103;4908;8997;10626;8817;5877;4039;3599;2238
21/02/2020;viernes;LINEA 2;100;583;762;768;623;709;766;230;294;721;964;719;1212;1015;964;1025;687;558;192
22/02/2020;sábado;LINEA 1;2221;5622;7269;8192;5443;4746;4721;5076;7208;7263;7105;6108;5972;5337;4378;3954;3385;2856;1920
22/02/2020;sábado;LINEA 2;87;429;487;537;486;524;476;799;1087;1075;1021;1005;1013;965;856;896;589;507;272
23/02/2020;domingo;LINEA 1;485;1904;2386;2456;2437;2661;3157;2913;3152;3413;3658;3346;3486;3442;3528;3304;2896;2188;331
23/02/2020;domingo;LINEA 2;1;140;164;176;175;204;368;329;405;508;383;338;426;408;553;430;260;202;22
24/02/2020;lunes;LINEA 1;2935;9337;11366;10819;6662;6059;5041;5498;5658;5546;6145;6237;7756;11505;9576;5970;3643;2995;1640
24/02/2020;lunes;LINEA 2;106;579;761;768;626;740;755;859;886;674;932;1007;1212;1631;1328;360;866;563;163
25/02/2020;martes;LINEA 1;2941;9867;11773;11233;6829;6007;4995;5500;5674;5702;6055;6378;7935;11841;9463;5823;4157;3398;1769
25/02/2020;martes;LINEA 2;106;619;825;765;688;767;813;847;1015;699;961;1111;1231;1653;1594;1021;851;572;184
26/02/2020;miércoles;LINEA 1;2894;9738;11619;11036;6520;5872;4819;5326;5553;5599;5901;6452;8391;9530;8273;5471;3685;3446;1849
26/02/2020;miércoles;LINEA 2;102;658;762;767;663;704;766;830;989;767;855;1043;1250;1586;1455;1127;892;674;196
27/02/2020;jueves;LINEA 1;2950;9596;11510;11081;6644;5778;4897;5137;5548;5586;5834;5837;8374;11124;8696;5930;4469;3672;1886
27/02/2020;jueves;LINEA 2;104;634;805;794;700;728;764;796;974;766;908;980;1304;1753;1489;1124;868;618;203
28/02/2020;viernes;LINEA 1;3017;10103;12965;11884;7421;6269;5230;5520;5868;5674;6332;7205;9448;11441;9565;5549;4792;4147;2638
28/02/2020;viernes;LINEA 2;106;643;907;890;683;732;816;935;912;695;914;1051;1512;1840;1653;1116;862;659;264
29/02/2020;sábado;LINEA 1;2427;6070;8151;8879;6158;5382;4930;5520;7656;7476;7564;6811;6352;5748;5417;4688;3705;3443;2248
29/02/2020;sábado;LINEA 2;96;419;560;604;524;593;656;840;1114;1102;1083;1009;882;906;990;921;541;505;267
01/03/2020;domingo;LINEA 1;521;1973;2505;2941;2990;3711;3429;3113;3368;4456;4101;3741;3817;4026;3863;3454;3179;2441;396
01/03/2020;domingo;LINEA 2;1;150;169;232;215;289;401;367;413;569;497;384;400;570;515;475;283;213;30
02/03/2020;lunes;LINEA 1;3083;10195;13654;13518;9128;6625;5209;5600;5872;5707;6301;6851;8731;12236;9901;6502;4424;3458;1825
02/03/2020;lunes;LINEA 2;98;677;864;905;1082;782;938;940;1059;712;1045;1136;1414;1951;1623;1472;908;586;170
03/03/2020;martes;LINEA 1;3077;10901;13579;12246;7574;6629;5150;5817;5834;5968;6254;6894;9253;12660;9893;6418;4696;3892;1987
03/03/2020;martes;LINEA 2;93;679;897;888;726;767;931;971;1052;830;1004;1105;1475;1774;1769;1195;984;622;238
04/03/2020;miércoles;LINEA 1;3094;10742;13186;12198;7357;6200;5123;5360;5796;5819;6287;6938;8939;10893;10153;6863;4693;3713;1990
04/03/2020;miércoles;LINEA 2;100;671;889;839;717;691;868;969;986;768;940;1069;1550;1600;1401;1292;1017;683;226
05/03/2020;jueves;LINEA 1;3041;10693;13223;12053;7437;6260;4985;5559;5851;5776;5868;6429;8346;12192;9740;6804;4862;3867;2051
05/03/2020;jueves;LINEA 2;115;645;942;899;763;744;801;925;1028;789;854;1123;1456;1604;1887;1138;1091;616;247
06/03/2020;viernes;LINEA 1;3102;10243;13102;12023;7329;6643;5260;5913;6054;5838;6475;7232;9381;11879;9495;6308;4809;4141;2504
06/03/2020;viernes;LINEA 2;91;703;856;846;738;798;803;915;935;777;913;1158;1553;1588;1709;1156;834;630;308
07/03/2020;sábado;LINEA 1;2356;6089;8341;9239;6169;5260;4658;5439;7523;7505;7531;6530;6645;5569;5123;4299;3458;3225;2031
07/03/2020;sábado;LINEA 2;84;433;575;641;542;620;629;756;1135;1101;1038;984;945;970;829;814;523;446;226
08/03/2020;domingo;LINEA 1;519;1950;2523;2592;2449;2973;3035;2797;2898;3561;3683;3539;3655;3700;3865;3538;2590;1708;380
08/03/2020;domingo;LINEA 2;;138;144;186;177;245;365;311;406;515;414;444;418;545;562;415;269;221;37
09/03/2020;lunes;LINEA 1;3060;10325;12598;11665;7410;6179;5127;5515;5765;5641;6120;6702;8610;12123;9306;6178;4179;3110;1596
09/03/2020;lunes;LINEA 2;80;620;841;835;754;749;828;905;940;741;930;1187;1497;1588;1830;1099;813;546;183
10/03/2020;martes;LINEA 1;3136;10691;13307;11777;7156;6098;5091;5619;5785;6123;6009;6623;8915;12102;9881;5670;4331;3985;1741
10/03/2020;martes;LINEA 2;103;645;979;844;733;804;821;941;991;864;1005;1109;1575;1668;1756;1135;923;663;208
11/03/2020;miércoles;LINEA 1;3563;10946;12885;11205;7150;6200;5438;5501;5961;5937;6217;6691;8684;11943;9724;6174;4664;3930;2163
11/03/2020;miércoles;LINEA 2;129;739;852;885;702;731;768;876;1017;804;938;1197;1434;1645;1750;1168;918;654;228
12/03/2020;jueves;LINEA 1;3470;10951;12968;11193;6982;6019;5177;5501;6071;5687;5661;5813;7452;9235;7664;6040;4534;3790;2087
12/03/2020;jueves;LINEA 2;112;688;902;891;637;741;836;880;974;808;917;1082;1294;1285;1623;1223;920;622;233
13/03/2020;viernes;LINEA 1;3511;10631;12357;10762;6826;6221;5245;5609;5861;5903;5618;6239;8908;10254;9025;6328;4678;4000;2550
13/03/2020;viernes;LINEA 2;113;687;928;789;670;693;791;853;910;768;933;1034;1505;1685;1500;1155;803;674;268
14/03/2020;sábado;LINEA 1;2399;5632;7344;7727;4884;4605;4098;4617;6590;6505;6328;5464;5093;4850;4365;3886;3065;2796;1991
14/03/2020;sábado;LINEA 2;99;443;536;567;442;531;633;705;982;982;994;813;907;931;801;705;505;419;240
15/03/2020;domingo;LINEA 1;513;1886;2120;2154;1987;2201;2486;2330;2535;2845;2819;2871;2928;2960;2966;2681;2669;1968;334
15/03/2020;domingo;LINEA 2;;116;138;161;131;189;244;284;313;331;382;333;345;391;376;296;231;156;25
16/03/2020;lunes;LINEA 1;2797;7435;9661;7985;5070;4391;3827;3833;4188;3886;4541;4970;6344;8144;6939;4073;2606;2061;1341
16/03/2020;lunes;LINEA 2;90;535;696;691;644;592;490;570;615;536;647;938;944;1354;1037;818;402;217;120
17/03/2020;martes;LINEA 1;2613;6902;8413;6917;4673;3756;3434;3224;3406;3316;3960;4407;5809;7178;5884;3530;2516;1785;1070
17/03/2020;martes;LINEA 2;90;502;612;586;470;507;575;589;533;463;653;796;959;1097;964;587;316;202;106
18/03/2020;miércoles;LINEA 1;2642;6536;7670;6257;4224;3287;3056;2816;3055;2974;3543;3903;5279;6930;5310;3414;2213;1645;979
18/03/2020;miércoles;LINEA 2;81;470;618;484;426;420;455;496;483;409;566;740;922;1111;897;577;308;197;82
19/03/2020;jueves;LINEA 1;2500;6180;7074;5702;3880;3142;2737;2544;2783;2686;3387;3582;5195;6175;5058;2985;2056;1537;912
19/03/2020;jueves;LINEA 2;92;460;550;518;427;409;430;464;472;457;555;760;873;1025;885;451;298;187;100
20/03/2020;viernes;LINEA 1;2306;5953;6798;5418;3657;2889;2625;2527;2739;3137;4315;5122;6153;6005;3570;1198;751;480;291
20/03/2020;viernes;LINEA 2;69;412;495;451;343;362;381;440;402;455;666;766;905;1045;442;124;55;29;15
21/03/2020;sábado;LINEA 1;763;1548;1506;1026;615;566;620;674;840;862;929;854;903;876;850;564;401;209;125
21/03/2020;sábado;LINEA 2;40;106;149;88;79;112;164;174;203;179;196;136;194;245;267;135;58;85;41
22/03/2020;domingo;LINEA 1;283;980;989;610;498;362;347;418;384;469;530;533;650;658;712;455;291;177;30
22/03/2020;domingo;LINEA 2;5;61;103;50;43;29;33;29;40;38;63;46;108;168;143;88;33;12;1
23/03/2020;lunes;LINEA 1;320;1069;928;592;446;393;426;456;569;591;696;605;695;728;770;559;329;206;54
23/03/2020;lunes;LINEA 2;;63;69;49;41;24;37;37;28;45;57;50;42;76;71;39;20;12;
24/03/2020;martes;LINEA 1;1052;2788;3240;2901;2110;2112;2106;1992;2001;1867;1974;1871;2121;1941;1541;1022;675;309;127
24/03/2020;martes;LINEA 2;21;143;227;254;251;251;381;316;358;303;284;305;292;263;187;113;50;24;9
25/03/2020;miércoles;LINEA 1;910;2146;2192;1463;972;778;817;785;863;921;1131;1103;1384;1419;1104;741;475;289;79
25/03/2020;miércoles;LINEA 2;33;147;187;134;172;148;146;166;142;158;196;184;197;199;132;75;31;16;11
26/03/2020;jueves;LINEA 1;918;2080;2185;1491;971;794;787;763;806;858;1098;1280;1398;1379;1092;741;457;262;92
26/03/2020;jueves;LINEA 2;26;171;172;150;149;159;139;162;156;152;179;192;205;191;127;76;41;21;7
27/03/2020;viernes;LINEA 1;904;2048;2206;1516;978;841;898;863;846;869;1123;1259;1464;1378;1149;722;403;245;62
27/03/2020;viernes;LINEA 2;31;152;166;171;151;158;151;174;161;182;188;159;207;223;159;68;50;17;3
28/03/2020;sábado;LINEA 1;757;1657;1642;1118;717;640;708;693;857;931;1025;914;920;913;868;638;306;190;52
28/03/2020;sábado;LINEA 2;3;145;123;105;100;107;123;117;141;127;151;104;104;117;102;56;27;16;7
29/03/2020;domingo;LINEA 1;244;785;851;509;312;304;292;275;327;357;431;431;531;580;636;422;235;146;15
29/03/2020;domingo;LINEA 2;;78;76;54;24;22;19;27;28;40;59;38;62;60;54;36;9;7;1
30/03/2020;lunes;LINEA 1;874;2043;2190;1477;1037;884;957;939;1004;953;1225;1209;1489;1405;1116;770;431;283;73
30/03/2020;lunes;LINEA 2;14;145;154;139;155;150;199;228;233;215;211;221;230;204;147;75;35;25;4
31/03/2020;martes;LINEA 1;838;1978;2153;1450;945;969;985;1021;996;963;1143;1228;1484;1511;1100;761;452;267;77
31/03/2020;martes;LINEA 2;30;133;179;155;132;146;193;194;215;205;227;182;216;241;140;67;26;22;5
01/04/2020;miércoles;LINEA 1;806;1964;2231;1610;1184;1090;985;1073;1053;1185;1287;1351;1537;1431;1177;790;497;265;66
01/04/2020;miércoles;LINEA 2;25;150;190;147;176;256;269;260;232;281;243;267;255;213;150;81;29;13;7
02/04/2020;jueves;LINEA 1;836;1963;2121;1401;975;880;818;783;867;901;1070;1110;1377;1394;1054;742;394;271;73
02/04/2020;jueves;LINEA 2;36;151;181;124;144;177;169;195;155;190;159;198;164;173;139;72;35;13;3
03/04/2020;viernes;LINEA 1;901;1921;2212;1459;1046;974;924;895;887;926;1132;1227;1419;1365;1072;777;380;254;66
03/04/2020;viernes;LINEA 2;32;143;174;124;150;176;205;243;199;203;211;203;187;192;137;64;41;14;3
04/04/2020;sábado;LINEA 1;781;1649;1623;1129;806;850;784;858;916;1035;1019;944;923;913;837;656;320;190;44
04/04/2020;sábado;LINEA 2;38;115;129;106;93;158;160;161;172;150;150;124;93;116;118;58;33;21;
05/04/2020;domingo;LINEA 1;265;831;835;472;324;362;366;364;357;378;462;403;648;565;657;389;265;124;15
05/04/2020;domingo;LINEA 2;;68;87;38;30;12;20;35;40;49;49;38;40;86;70;43;17;8;4
06/04/2020;lunes;LINEA 1;884;1997;2186;1479;1064;1007;1015;999;998;926;1161;1185;1473;1430;1088;799;418;222;60
06/04/2020;lunes;LINEA 2;23;152;186;123;161;204;196;169;217;215;225;215;211;251;158;75;34;28;2
07/04/2020;martes;LINEA 1;921;1950;2216;1521;1139;1066;1029;1030;962;968;1230;1217;1505;1417;1096;762;401;225;57
07/04/2020;martes;LINEA 2;30;128;187;159;148;193;217;213;233;235;209;196;237;231;150;76;45;31;1
08/04/2020;miércoles;LINEA 1;900;2010;2247;1673;1238;1129;1150;1089;1033;1095;1219;1368;1406;1403;1088;766;388;251;48
08/04/2020;miércoles;LINEA 2;33;122;161;141;186;277;237;292;227;232;245;220;224;212;150;83;29;23;1
09/04/2020;jueves;LINEA 1;293;1105;1065;645;464;513;524;453;460;561;630;576;713;674;620;374;213;136;15
09/04/2020;jueves;LINEA 2;;82;96;44;37;48;42;60;54;63;76;76;103;83;68;52;19;13;2
10/04/2020;viernes;LINEA 1;274;786;751;435;303;338;343;330;353;386;428;460;571;594;470;286;183;114;17
10/04/2020;viernes;LINEA 2;;64;74;35;32;42;38;37;38;46;44;43;62;72;55;31;23;10;
11/04/2020;sábado;LINEA 1;737;1459;1398;969;639;624;650;660;818;859;958;868;965;992;836;600;290;185;25
11/04/2020;sábado;LINEA 2;28;98;122;89;78;94;127;108;105;110;136;107;110;129;94;65;37;24;1
12/04/2020;domingo;LINEA 1;321;875;768;445;296;373;357;332;377;379;496;482;583;595;640;400;236;132;7
12/04/2020;domingo;LINEA 2;;55;94;33;37;21;24;25;39;44;54;47;66;67;56;43;24;11;2
13/04/2020;lunes;LINEA 1;1064;2315;2468;1645;1070;908;942;1023;1036;1152;1315;1289;1764;1692;1191;756;418;263;59
13/04/2020;lunes;LINEA 2;34;160;203;171;147;186;172;238;234;258;299;250;294;277;156;75;28;28;1
14/04/2020;martes;LINEA 1;1025;2283;2508;1645;1142;937;873;881;921;947;1216;1228;1681;1720;1180;734;430;254;58
14/04/2020;martes;LINEA 2;29;193;189;182;158;180;193;209;192;212;256;236;227;248;146;73;33;29;4
15/04/2020;miércoles;LINEA 1;1020;2298;2580;1697;1087;945;935;907;997;974;1208;1322;1764;1776;1196;833;435;292;66
15/04/2020;miércoles;LINEA 2;40;212;204;145;167;192;211;223;195;176;249;243;294;267;135;77;37;31;5
16/04/2020;jueves;LINEA 1;1067;2299;2551;1725;1189;1017;1014;948;964;1001;1256;1454;1762;1743;1252;808;461;319;66
16/04/2020;jueves;LINEA 2;33;196;214;150;176;195;224;253;234;207;242;246;254;254;171;67;38;29;3
17/04/2020;viernes;LINEA 1;1092;2312;2595;1773;1151;1025;995;966;1022;995;1298;1380;1901;1769;1199;798;459;320;69
17/04/2020;viernes;LINEA 2;29;200;198;176;170;205;236;238;214;224;262;275;305;276;149;70;38;24;1
18/04/2020;sábado;LINEA 1;940;1955;1938;1361;832;763;754;825;1108;1169;1339;1032;1072;957;934;659;377;254;51
18/04/2020;sábado;LINEA 2;40;158;139;131;131;155;138;175;180;198;163;137;132;137;117;67;36;21;4
19/04/2020;domingo;LINEA 1;290;904;782;494;306;403;406;402;410;426;529;497;636;616;609;466;284;150;16
19/04/2020;domingo;LINEA 2;1;67;92;32;27;31;43;48;51;55;76;62;65;79;60;55;22;19;2
20/04/2020;lunes;LINEA 1;1125;2514;2666;1795;1089;1013;888;908;978;988;1262;1454;1876;1882;1291;800;447;302;70
20/04/2020;lunes;LINEA 2;37;200;219;177;169;172;221;209;164;189;219;263;298;280;159;94;48;37;4
21/04/2020;martes;LINEA 1;1114;2462;2653;1890;1077;846;898;855;952;1067;1229;1412;1894;1990;1276;833;430;307;63
21/04/2020;martes;LINEA 2;35;191;223;163;187;143;160;199;178;216;252;255;315;282;179;93;47;41;2
22/04/2020;miércoles;LINEA 1;1086;2458;2822;1843;1178;958;934;886;1053;1036;1304;1326;1897;2006;1336;832;443;297;66
22/04/2020;miércoles;LINEA 2;32;206;223;187;171;181;204;197;187;195;237;255;289;300;175;110;48;28;2
23/04/2020;jueves;LINEA 1;1139;2451;2832;1886;1262;989;916;948;1028;1011;1363;1376;1957;1957;1347;794;432;333;64
23/04/2020;jueves;LINEA 2;36;225;246;202;172;214;221;242;188;225;223;278;321;301;180;102;45;39;2
24/04/2020;viernes;LINEA 1;1110;2505;2786;2062;1260;1053;977;982;1052;1022;1403;1462;1920;2091;1309;841;464;345;68
24/04/2020;viernes;LINEA 2;31;225;240;206;232;202;231;231;211;226;251;297;324;314;188;110;51;28;6
25/04/2020;sábado;LINEA 1;960;1962;2095;1499;911;806;816;834;1194;1143;1318;1161;1194;1030;950;752;366;287;42
25/04/2020;sábado;LINEA 2;41;158;162;137;143;151;132;174;209;200;238;148;148;154;137;90;37;26;6
26/04/2020;domingo;LINEA 1;267;852;837;490;365;431;459;479;444;447;581;560;737;693;649;466;323;175;16
26/04/2020;domingo;LINEA 2;;93;89;47;34;47;57;59;62;50;89;73;96;96;80;53;16;13;2
27/04/2020;lunes;LINEA 1;1307;2754;2973;1935;1195;891;870;870;973;990;1338;1539;2143;2133;1535;833;524;333;127
27/04/2020;lunes;LINEA 2;49;217;257;155;162;165;191;183;166;220;256;278;381;326;173;97;46;42;13
28/04/2020;martes;LINEA 1;1398;2869;2999;2120;1247;911;845;870;955;1051;1407;1519;2339;2368;1577;853;542;394;112
28/04/2020;martes;LINEA 2;41;229;282;200;187;161;170;185;166;226;292;320;417;329;207;98;39;49;5
29/04/2020;miércoles;LINEA 1;1400;2914;3110;2123;1309;1025;902;917;1069;1031;1441;1635;2305;2311;1684;846;542;378;105
29/04/2020;miércoles;LINEA 2;48;263;283;210;196;159;200;188;194;201;265;273;420;369;191;107;50;50;6
30/04/2020;jueves;LINEA 1;1431;3014;3222;2255;1375;1064;947;992;1063;1123;1413;1837;2501;2487;1665;892;593;403;101
30/04/2020;jueves;LINEA 2;38;279;292;212;180;191;205;252;261;252;295;334;427;389;199;124;41;50;7
01/05/2020;viernes;LINEA 1;295;1433;1380;903;500;591;533;604;602;792;945;895;967;878;804;520;405;226;29
01/05/2020;viernes;LINEA 2;1;120;178;83;54;71;56;61;84;97;130;120;106;130;112;68;46;21;7
02/05/2020;sábado;LINEA 1;1154;2202;2164;1667;1093;861;796;891;1235;1381;1612;1279;1299;1165;1015;725;440;325;73
02/05/2020;sábado;LINEA 2;33;211;230;189;153;145;187;205;208;259;250;208;180;204;143;93;46;28;8
03/05/2020;domingo;LINEA 1;272;874;820;606;461;562;550;575;570;612;630;652;758;714;700;560;388;212;18
03/05/2020;domingo;LINEA 2;;105;82;62;55;46;59;58;76;79;78;83;106;111;88;73;30;19;4
04/05/2020;lunes;LINEA 1;1588;3238;3368;2536;1451;1138;981;1001;1100;1202;1439;1749;2828;2794;1823;956;643;352;114
04/05/2020;lunes;LINEA 2;48;273;337;204;197;198;243;254;242;258;280;304;486;434;254;142;64;45;6
05/05/2020;martes;LINEA 1;1612;3308;3503;2451;1479;1144;1019;991;1097;1169;1485;1763;2803;2854;1840;988;650;394;116
05/05/2020;martes;LINEA 2;69;275;352;244;193;213;249;230;236;249;284;311;476;487;258;128;64;47;7
06/05/2020;miércoles;LINEA 1;1608;3215;3599;2694;1579;1213;1107;1048;1199;1207;1673;1838;2714;2719;2013;1171;642;395;115
